WHORegionCode,WHORegionName,CountryIso3,CountryTerritoryArea,IncomeWorldBankJune,Year,AntimicrobialClass,AWaRe,AWaReLabel,RouteOfAdministration,DDD,DID,Note
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,55.0,0.00023998,
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3280678.16667,14.315569835,
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,241605.0,1.054267804,
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,8866.6666667,0.038690594,
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,1708.1666667,0.007453757,
EUR,European Region,MNE,Montenegro,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,686518.7380989,2.995693659,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,1400.0,0.006116611,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,3579554.791637,15.639102112,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,13482.0,0.058902994,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,45.0,0.00019656,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3267096.83367,14.273970914,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,214665.00001,0.937873019,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,12126.6666667,0.052981499,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,2064.1111111,0.009018168,
EUR,European Region,MNE,Montenegro,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,378645.5714281,1.654305372,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,0.0,0.0,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,300.0,0.001297317,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,3736580.1,16.158430168,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,15328.5,0.066286415,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,285.0,0.001232451,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,2968363.0,12.836359743,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,214856.00000767,0.929121196,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,15313.33333667,0.066220828,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,2523.888888867,0.010914163,
EUR,European Region,MNE,Montenegro,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,371503.97023856,1.606528082,
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,99859773.59,8.061366235,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,9251.0,0.00074676,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,23302.0,0.001881119,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,34278687.0003,2.767210861,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,3207340.49997,0.258918536,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,43205.125,0.003487814,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,69165.428568,0.005583467,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,4016241.9702857,0.324218548,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,142147856.3,11.08702607,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,405.0,3.16e-05,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,36639.5,0.00285775,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,138863984.37,10.830895763,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,4116560.2833,0.321077028,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,551200.625,0.042991684,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,69755.333333,0.005440627,f
WPR,Western Pacific Region,MYS,Malaysia,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,28209989.940462,2.200278636,f
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,11038.497,0.005775889,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,16366.0,0.008563503,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,18079347.285,9.460011269,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,2755.5,0.001441785,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,14468.355,0.007570546,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4475160.095,2.341625781,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1283199.546,0.671433677,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,7128.378,0.003729863,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,593775.388,0.31069285,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,470.5,0.000246189,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,11312.933,0.005873697,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,16912.0,0.008780744,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,17348032.096,9.007132583,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,2273.0,0.001180121,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,15743.863,0.008174271,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4232332.746,2.197435513,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1424731.748,0.73972357,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,185.0,9.61e-05,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,7224.107,0.003750762,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,546339.671,0.283660483,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,346.5,0.00017993,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,12625.363,0.006511982,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,16520.0,0.008520781,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,16906929.366,8.720353439,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,2607.5,0.001344896,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,13768.32,0.007101499,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3985800.482,2.055819151,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1321257.253,0.681485708,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,100.0,5.16e-05,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,8437.161,0.00435179,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,526175.708,0.271394009,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,177.5,9.15e-05,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,13389.097,0.006859445,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,19628.0,0.010055753,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,17613472.759,9.023658581,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,2547.5,0.001305172,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,15108.265,0.007740154,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4014063.935,2.056467972,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1351258.71,0.692270895,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,51.5,2.64e-05,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,7910.66,0.004052741,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,501902.993,0.257132774,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,156.5,8.02e-05,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,15899.06,0.008097613,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,17648.01,0.008988294,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,15193043.54,7.737991563,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,3143.5,0.001601057,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,14547.23,0.007409071,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3768628.19,1.919405645,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1213995.71,0.618301873,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,125.0,6.365e-05,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,7860.28,0.004003369,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,457980.85,0.233255102,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,107.5,5.477e-05,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,16629.0,0.008424242,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,18970.0,0.009610157,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,15384192.0,7.79359506,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,3238.0,0.001640351,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,15135.0,0.007667355,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3710722.0,1.879843113,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1171668.0,0.593564277,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,119.0,6.03e-05,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,9876.0,0.005003196,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,482200.0,0.24428132,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,108.0,5.47e-05,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,18215.0,0.009145305,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IS,112.0,5.62e-05,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IS,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IS,784.0,0.000393627,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IS,21616.0,0.010852832,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,17859152.0,8.966642431,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,3258.0,0.001635745,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,15003.0,0.007532638,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3696700.0,1.856022299,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1284614.0,0.644973185,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,511.0,0.000256561,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,11638.0,0.00584331,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,534272.0,0.268244954,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,145.0,7.28e-05,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,112.0,5.56e-05,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,17158.865,0.008517697,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,20766.0,0.010308286,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,18146786.131,9.008102534,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,2990.5,0.001484452,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,17359.013,0.00861705,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,3945325.87,1.958468007,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1349035.296,0.669663971,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,265.5,0.0001318,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,15739.292,0.007813122,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,514091.191,0.255195927,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,R,77.5,3.851e-05,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,R,0.0,0.0,
EUR,European Region,NOR,Norway,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,R,0.0,0.0,
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,129969204.403,12.780504465,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,60684.0,0.005967353,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,250932183.746656,24.6753829845,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,2655068.21633,0.261085781,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,467976.875,0.046018444,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,3129.5625,0.000307745,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,27872397.5854,2.740828495,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,163214814.225,15.866200033,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,6000.0,0.000583263,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,306993640.551761,29.8430172128,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,2790947.9746333,0.271309596,"b, f"
SEA,South-East Asia Region,NPL,Nepal,Low income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,523176.5625,0.050858276,"b, f"
